"labels","5HT1a_cumi_hc8_beliveau","5HT1b_p943_hc65_gallezot","5HT2a_cimbi_hc29_beliveau","5HT4_sb20_hc59_beliveau","5HT6_gsk_hc30_radhakrishnan","5HTT_dasb_hc100_beliveau","GABAa-bz_flumazenil_hc16_norgaard","NMDA_ge179_hc29_galovic"
"7Networks_LH_Cont_PFCl_8",32.8438488509629,1.05217990464626,59.9016515934424,2.27136166017134,0.499909992640118,3.98143545804006,727.297076517891,5.62323887923112
"7Networks_LH_Cont_PFCv_1",49.1487735031937,0.983553084183712,48.1522472355223,2.2746687786233,0.56352414056094,8.57226804104818,738.649824794622,7.58736091059484
"7Networks_LH_Cont_pCun_1",22.3432125288939,0.607777710988791,50.8385498381573,2.05062196935926,0.27803213973949,3.34305593079738,687.536098622319,5.50269275899709
"7Networks_LH_Cont_pCun_2",24.9984952747275,0.746722654951119,51.2623045291376,2.16278257719967,0.488243837671461,3.25051237136946,746.48967538707,6.81043707678842
"7Networks_LH_Cont_Cing_1",27.9716358330414,0.588800689692781,38.8154781817177,1.82219961278008,0.230647931443747,7.10642449910404,730.643937831684,5.40132572587995
"7Networks_LH_Cont_Cing_2",14.8143590417105,0.463762964311987,40.7755256937951,1.44176585324032,0.099398930846714,5.08246764165839,765.866716084826,5.61272752659663
"7Networks_LH_Cont_PFCmp_1",29.8100111368126,1.02515465003244,60.0888190359853,2.09023034771169,0.495410493304915,3.57086873588584,754.713775622355,6.4890543769367
"7Networks_LH_Default_Temp_1",47.1669987438651,0.661511950646386,59.265122338601,2.73639645938041,0.569414228003359,3.86917255987112,667.959851185776,6.5273759044129
"7Networks_LH_Default_Temp_2",44.3114709698078,0.735624243190884,63.4960505470822,2.80949377701515,0.57695903811752,3.65611161545873,687.782052682499,6.47269828342747
"7Networks_LH_Default_Temp_3",42.8575432642705,0.737380895087003,62.1653687486092,2.74409280326182,0.516877845668148,3.48251278126532,735.246670082992,6.42113823924332
"7Networks_LH_Default_Temp_4",44.2516774731113,0.739334547102191,61.3218602417471,2.77479905486382,0.578791363113318,4.21635834365025,753.98433705387,6.80406295144839
"7Networks_LH_Default_Temp_5",44.5596194064418,0.60186500658324,54.8322146163554,2.61608761192716,0.476457259683826,6.107019951219,672.004957647289,6.25673576363131
"7Networks_LH_Default_Temp_6",43.2884240425144,0.920213621083393,67.6299043521102,2.88930131061391,0.590242916204683,4.064535271646,755.926036106555,6.8534796790915
"7Networks_LH_Default_Temp_7",40.1453890519177,0.746360572233374,58.1144819245922,2.56003776488544,0.496945812803912,4.60478058684644,757.651269177356,7.08878595946375
"7Networks_LH_Default_Temp_8",39.1730244763419,0.78432463356014,58.8054806173104,2.71144661243381,0.547949865900051,5.34523217514349,802.817107281087,6.19189107262133
"7Networks_LH_Default_Temp_9",36.5993333648233,0.945357724498699,59.2834664849674,2.64374856195029,0.577626450002126,5.09889164987732,777.872803251339,6.22623533820935
"7Networks_LH_Default_Temp_10",38.4151929731849,0.731186299814522,59.9112677320302,2.61864972526221,0.474441411000576,4.87209342160671,804.20424218952,7.08476861971602
"7Networks_LH_Default_Par_1",37.6385960040232,0.979640433372918,60.3667835570778,2.75903855183135,0.5172478735978,4.837255114292,798.137148635332,6.01769413287725
"7Networks_LH_Default_Par_2",35.1551517636823,0.745066678035476,58.4163862599847,2.5546349991333,0.462250717791324,4.61415045944815,745.962016885931,7.16924007084698
"7Networks_LH_Default_Par_3",33.2862099901916,0.836547927602723,57.4552069494004,2.66957021829603,0.332832780681752,3.65521966069748,689.545375158323,5.25288224797476
"7Networks_LH_Default_Par_4",34.1885135764402,0.905320020530102,57.1463396115341,2.62480830986617,0.519247862357317,3.94252786299693,786.905130421337,6.58408046756695
"7Networks_LH_Default_Par_5",35.5824736109556,0.980640273787765,60.3619969135194,2.78522627560172,0.461309766035483,4.02399356862691,764.27436134568,5.43520364876098
"7Networks_LH_Default_Par_6",32.6135363044886,0.763929121329279,59.5729169051291,2.64881368283073,0.226701049120717,3.47022267947589,676.487392792689,4.64682469788823
"7Networks_LH_Default_Par_7",30.2269034404528,0.78757197437085,57.3546592501312,2.5414576505955,0.24785393649239,3.30109722039445,676.051901961557,4.51456174460188
"7Networks_LH_Default_PFC_1",34.0832163714155,0.84919654050989,55.3304737368716,2.08603132398685,0.486356223415689,5.95237991820819,694.570731759634,6.46503156363994
"7Networks_LH_Default_PFC_2",32.8003961338716,1.0214940503866,60.260159415617,2.24855615526503,0.475175131656295,4.43782757777794,790.15734187259,7.08734779596428
"7Networks_LH_Default_PFC_3",34.0350150835788,1.01953295172838,57.7159855378125,2.24270628610304,0.518649041090272,4.53941296011187,805.261795388869,6.71851102914947
