cDesc,cSize,cGenes,k_input_from_cGenes,k_present,k_missing,fraction_present,category_score_z,null_mean_score_z,p_one_sided,tail,p_corrected
positive regulation of insulin secretion,48,"LRRC8A, SIRT3, GPR68, PFKFB2, C2CD2L, MCU, PSMD9, PHPT1, PPP3CB, KIF5B, TM7SF3, OXCT1, DOC2B, GPLD1, NNAT, GLUD1, ADCY8, JAK2, SERP1, BAIAP3, TRPM2, GPER1, HLA-DRB1, MYRIP, SYBU, TRH, PFKM, PCK2, CD38, TCF7L2, ACSL4, RPH3AL, ISL1, GJA1, GPR27, ABCG1, C1QTNF12, MPC2, RAC1, PPARD, VSNL1, SOX4, DYNLL1, TARDBP, CRH, BAD, RBP4, CAMK2N1",48,47,1,0.9791666666666666,0.015757601708173752,1.9984014443252817e-19,0.36376362363763626,two-sided,0.6680735928908673
regulation of phospholipase C activity,22,"FGF2, P2RY6, BDNF, NTRK2, ANG, PLCB2, ADCYAP1R1, GNA15, PDGFRA, BICD1, KIT, EDNRA, FLT1, LPAR2, HTR2A, ADRA1A, NTRK3, FGFR1, GNAQ, ARHGAP6, P2RY12, HRAS",22,22,0,1.0,0.015750838443636894,-1.9539925233402756e-18,0.3668633136686331,two-sided,0.6689591178124857
intracellular steroid hormone receptor signaling pathway,59,"LMO3, PLPP1, KDM4C, SIRT1, UFM1, JAK2, CALCOCO1, NR3C1, ZNF366, VPS11, PIAS2, AR, SRARP, UBE3A, TRIM68, HEYL, YWHAH, DNAJA1, LBH, NR0B1, DDX54, SFRP1, PRMT2, ZMIZ1, GPER1, CBFB, DDRGK1, DDX5, UBR5, TRERF1, RWDD1, DAXX, NKX3-1, WBP2, DAB2, CYP7B1, PER1, ISL1, NR3C2, PARP1, CRY1, NCOR2, KDM3A, TMF1, PPARGC1B, PAGR1, BRCA1, ZBTB7A, FOXP1, RNF6, CLOCK, CALR, DNAAF4, CRIPAK, ARID1A, PMEPA1, PAK1, ARNTL, UFL1",59,58,1,0.9830508474576272,0.01574408821761608,-1.0769163338864019e-18,0.17838216178382163,two-sided,0.6007011207438532
amine metabolic process,75,"AGMAT, NNMT, ALDH2, MAOA, PPM1K, PSMA6, AOC2, ODC1, NPY, PSMD12, GDPD1, KYAT1, ATP2B4, PSME3, PSMB6, NR4A2, FH, PSMB7, TRH, OAZ3, PNKD, PSMA7, AZIN1, SAT2, DMGDH, PSMD6, SLC7A11, PSMD7, CLN3, PSME2, HDC, ITGB2, PSMD1, PSMB2, DRD1, AMD1, PSMB5, MECP2, PSMC3, SIRT4, PSMB8, PSMD4, MAOB, PSMC2, NAPEPLD, PSMD2, OAZ2, HNMT, KYNU, NQO1, NAAA, ITGAM, PSMB1, AZIN2, SLC7A7, BCKDK, SLC29A4, SEM1, PSME1, HTR1A, PSMA5, PSMD9, SNCA, SARDH, PSMD8, PDE1B, PAOX, VPS35, PSMB10, SRM, GDE1, OAZ1, SAT1, PSMC1, MOXD1",75,75,0,1.0,0.015730125829577446,-1.865174681370263e-18,0.39416058394160586,two-sided,0.6768466094394376
negative regulation of ATP metabolic process,15,"PARP1, SNCA, TIGAR, PPIF, PPARGC1A, HDAC4, FIS1, TSPO, GIT1, PID1, DNAJC15, CBFA2T3, NUPR1, TNF, SLC25A12",15,15,0,1.0,0.01572946272790432,-1.376676550535194e-18,0.40745925407459255,two-sided,0.685666896753042
negative regulation of apoptotic signaling pathway,117,"NLE1, UNC5B, ARMC10, CAAP1, NR4A2, ELL3, HMGB2, LMNA, GSTP1, ITGAV, BID, NONO, HSPA1A, BDKRB2, IVNS1ABP, TAF9B, PRELID1, FAIM2, IFI6, LRRK2, MEIS3, FAS, NME5, USP47, SOD2, SH3RF1, DDX3X, BIRC6, ASAH2, BCL2, HGF, IL1B, TPT1, SCG2, HERPUD1, RRM2B, PINK1, GHITM, NOL3, XBP1, CTH, NDUFA13, RPS6KB1, SNAI2, CD44, CD74, ACKR3, WNT4, PIK3CB, TMEM14A, EYA4, BRCA1, CFLAR, PELI3, FZD9, PEA15, CXCL12, PTTG1IP, ZNF385A, TNFRSF10B, ING2, IGF1, CREB3, NDUFS3, TRADD, SIAH2, TGFBR1, MAPK7, PTGS2, ACVR1, ACAA2, GNAI2, TCF7L2, MNT, CX3CR1, PARL, GCLM, FAIM, EYA3, AGAP2, CDKN2D, HTRA2, YBX3, PHIP, PPIF, CLU, PSME3, DNAJA1, PRDX2, HELLS, AATF, AR, BDNF, WFS1, TRIM32, HMOX1, HSPB1, MAPK8IP1, SIRT1, BAG5, EYA2, RTKN2, NRG1, RB1, TNF, ATAD5, MIF, FXN, SNAI1, ENO1, SLC25A5, NRP1, CTNNB1, PLAUR, MAP2K5, CTNNA1, BCL2L2",117,117,0,1.0,0.015704015269875526,-7.66053886991358e-19,0.27187281271872815,two-sided,0.630387941597997
negative regulation of ATPase activity,11,"TNNI3, SLN, PPIF, TSC1, C4orf3, OXA1L, RGN, PXK, ATP5IF1, CNN3, TNNT2",11,11,0,1.0,0.015696514397859573,1.865174681370263e-18,0.37066293370662934,two-sided,0.6700357175166837
C4-dicarboxylate transport,11,"LRRC8C, GFAP, SLC25A22, SLC25A13, SLC25A18, SLC38A7, LRRC8A, NTSR1, SLC25A11, SLC1A6, SLC25A12",11,11,0,1.0,0.015668369829654694,-9.769962616701378e-19,0.3477652234776522,two-sided,0.6624423253341006
response to organophosphorus,70,"PKD2, WNT10B, PTGS2, RYR3, TEK, KCNJ11, RAPGEF1, PANX1, CDO1, CIB2, BRAF, ASS1, ITPR2, ZFP36L1, SREBF1, JUN, CRHBP, ABCC9, PLAT, PDXP, PENK, SPARC, HCN2, PDE3A, CYP1B1, NME1, FOSB, P2RY12, SOD1, CASP1, AKAP6, SRD5A1, THBD, GPD1, INPP5K, CRLS1, HCN4, DUSP1, PER1, HCN1, EZR, PDE2A, VGF, TRPC3, SLC8A1, IL1B, AKAP7, INHBB, FDX1, LDHA, IGFBP5, PPARGC1B, HCN3, AHR, STAR, RFC3, RAPGEF2, AQP1, P2RX4, P2RX5, EEF2K, FOS, PNPT1, P2RY6, AKR1C1, P2RX6, HSP90B1, RAP1B, STAT1, KCNQ1",70,70,0,1.0,0.015616570599377155,-8.215650382226159e-19,0.3137686231376862,two-sided,0.6437953188195737
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,12,"CHD6, SMAD1, CREB3, RUNX2, USF2, XBP1, SMAD9, USF1, ATF4, MT3, JUN, VEGFA",12,12,0,1.0,0.015596717596054077,1.6209256159527286e-18,0.34796520347965204,two-sided,0.6625057728449667
regulation of phospholipase activity,30,"ANXA1, GNA15, FGF2, ANG, NTRK3, LPAR2, PDGFRA, RGS2, HRAS, PLA2G5, FLT1, ARHGAP6, KIT, ADRA1A, P2RY6, P2RY12, BDNF, FGFR2, HPCA, GNAQ, HTR2A, SNCA, FGFR1, NTRK2, BICD1, PLCB2, ADCYAP1R1, PLA2R1, FGFR3, EDNRA",30,30,0,1.0,0.015590480528771877,-7.549516567451064e-19,0.3508649135086491,two-sided,0.6638046227739685
skeletal muscle organ development,82,"RBM24, NEURL1, UQCC2, CYP26B1, TBX1, ITGA7, SMO, SELENON, RPS6KB1, EEF2, NR2F2, YBX3, MYMX, RIPOR2, DCN, MYH15, HMGCR, GPCPD1, HDAC9, CFL2, FOS, SRPK3, TLL2, HIVEP3, SOX8, KLHL41, SKIL, DDX5, DNER, NUPR1, BASP1, MYLK2, ELN, COL19A1, NLN, HOXD9, WNT10B, POPDC2, ARNTL, MAFF, HLF, NPHS1, BCL9, BCL2, RYR1, HOMER1, HDAC4, PPP3CA, NACA, RB1, SOX11, CITED2, CFLAR, ASS1, ASB2, LARGE1, CAV2, ACTA1, EGR2, CTNNB1, MYOM1, MYOM2, BIN3, POPDC3, SAP30, MEF2C, TWIST1, CDK5, SKI, SCX, EPHB1, HEYL, MYL6B, RBFOX1, BVES, FOXL2, CASQ1, DMD, NR1D2, EGR1, XK, MYL6",82,82,0,1.0,0.015587832778692245,5.773159728050814e-19,0.2833716628337166,two-sided,0.6326043451992828
regulation of cyclin-dependent protein serine/threonine kinase activity,42,"CCNO, GADD45A, CDKN2C, CDKN1C, CCNI, CEBPA, CCNH, PIM1, CCNYL1, PDGFB, CDKN2A, PROX1, CCNB3, CCNT1, BLM, CCND3, CDC6, CCNY, CDC37, GTPBP4, CCNG2, CKS1B, IPO7, HHEX, CCND1, CCNA1, CCNE1, PKD1, DIRAS3, ACTB, CDKN2D, CCNB1, NR2F2, IPO5, HEXIM1, BCCIP, PKD2, CCNI2, HERC5, CASP3, CCNL1, CDKN1B",42,41,1,0.9761904761904762,0.015570592135190964,-7.327471962526033e-19,0.14928507149285072,two-sided,0.598154157187021
positive regulation of glucose metabolic process,23,"ARPP19, ESRRB, PMAIP1, NNMT, SLC45A3, HMGB1, EPM2AIP1, SORBS1, INSR, WDR5, PPARGC1A, SLC25A12, DGAT2, GPLD1, PPP1R3E, IGF1, DYRK2, DDB1, IRS1, PTPN2, SIRT1, RGN, FOXO1",23,23,0,1.0,0.015543845482170582,7.438494264988549e-19,0.25937406259374063,two-sided,0.6257947874217943
respiratory tube development,98,"SP3, SREBF1, SRF, MAPK1, LAMA1, SOX11, TMEM38B, SAV1, MAPK3, PLOD3, SMAD2, LIPA, TNC, EIF4EBP1, MAP2K1, HSD11B1, SLC7A11, THRB, GLI1, ELK1, SMPD3, RCN3, KLF2, JMJD6, THRA, STK40, AARD, FGF7, ACVR2B, HECA, IGFBP5, EXT1, ASCL1, CEBPA, ZIC3, TNF, CCBE1, PDGFRA, SPRY1, RDH10, FGF9, HMGB1, FGF2, PKD1, RBP4, SPARC, TULP3, PDPN, FBXW7, DLG5, FGFR2, ADAMTSL2, MMP14, WNT5A, SEC24B, CRH, CTNNB1, PROX1, FLT4, ACE, MAN2A1, GLI3, FOXF1, ZFPM2, TIMELESS, HSPB11, ERRFI1, CCDC39, LIF, AP3B1, HES1, PCSK5, MAN1A2, SPDEF, PHF14, KRAS, RIDA, VEGFA, YWHAZ, FGF18, WNT7B, RSPO2, HEG1, HOPX, PTN, CLCN2, PKDCC, HS6ST1, RXFP1, CHI3L1, PDGFA, WNT2B, LOXL3, CTSH, CDC42, CTSZ, NFIB, SFTPD",98,98,0,1.0,0.01553297322243452,-1.3933298959045715e-18,0.29427057294270575,two-sided,0.635446270871068
monosaccharide metabolic process,139,"SIRT1, TIGAR, ZNF692, PPP1CB, PFKP, TKFC, FOXO1, INPP5K, GSTO2, IGF1, EPM2AIP1, UXS1, TSTD1, HK2, NISCH, PPP1R3B, B3GLCT, DGAT2, IRS1, SLC2A1, NPY1R, PER2, CYB5A, ALDOC, DHDH, PASK, HMGB1, PDHB, PPARGC1A, CPT1A, GALE, MAEA, MYC, RANBP2, FUCA2, PGP, INSR, ENO1, RPIA, ONECUT1, FUCA1, GALT, CRTC2, PGM2L1, FPGT, CRY1, PPP1R3F, GOT2, PFKFB2, GPI, RBKS, ENO3, NNMT, PDHA1, SLC35A2, PPP1R3E, RPEL1, SLC25A13, C1QTNF3, DDB1, PMAIP1, PMM1, GALM, G6PC3, RUBCNL, PGK1, COX11, DYRK2, GALK2, KCNJ11, PDK3, SORBS1, MST1, PIK3CA, FABP5, MAN2A1, FOXK2, SOGA1, SIRT7, ALDH1A1, MDH2, GPLD1, BAD, KBTBD2, RGN, PTPN2, RBP4, PGAM1, SDHAF3, FAM3A, PPP1R3D, CRYL1, MDH1, XYLB, SLC25A12, ATF4, PFKM, PPARD, CYB5R3, C1QTNF12, GRB10, AKR1B1, CHST15, PGD, POMC, PFKL, GOT1, GPD1, NUDT5, SLC45A3, MPI, ERFE, MAN2A2, ESRRB, SLC35B4, LEPR, KCNQ1, CHST1, ARPP19, NLN, SLC25A11, PC, PHLDA2, FGGY, FUT9, ENPP1, WDR5, PGM1, TPI1, OMA1, FBN1, PCK2, TNF, SLC39A14, FUOM, CREM, USF1, SERP1, OGT",139,139,0,1.0,0.01553184911608696,-1.0103029524088925e-18,0.3538646135386461,two-sided,0.6650717683560947
specification of symmetry,57,"SRF, VANGL2, CCDC103, SMO, CC2D2A, MICAL2, MKKS, TBR1, ZIC3, DPCD, CFAP53, IFT172, ACVR2B, SOX17, DNAAF4, C2CD3, SMAD2, DRC1, FOXF1, ALG5, SUFU, PCSK5, RFX3, DYNC2H1, IFT74, BBS7, OVOL2, GREM2, FOLR1, ANKS6, TMEM107, PCSK6, SOSTDC1, ARL13B, BBS5, ACVR2A, AHI1, PKD2, GJA1, LEFTY1, CTNNB1, CITED2, KIF3B, MESP1, IFT57, TBX1, WNT5A, NDRG4, APLNR, CCDC39, BICC1, DNAH5, SMAD3, ACVR1, ASB2, MEF2C, C9orf116",57,57,0,1.0,0.01552659273147583,-8.104628079763643e-19,0.3705629437056294,two-sided,0.6700357175166837
determination of bilateral symmetry,57,"TMEM107, IFT74, ACVR2A, SMO, ALG5, SRF, DPCD, PKD2, C2CD3, FOLR1, DNAH5, RFX3, CCDC103, ACVR1, CFAP53, SOSTDC1, ZIC3, GJA1, BBS7, CTNNB1, GREM2, AHI1, SMAD3, SOX17, CCDC39, NDRG4, DRC1, MKKS, ANKS6, MESP1, OVOL2, VANGL2, DNAAF4, ASB2, ACVR2B, SUFU, LEFTY1, DYNC2H1, C9orf116, MICAL2, PCSK6, APLNR, FOXF1, CC2D2A, BBS5, SMAD2, CITED2, ARL13B, IFT172, MEF2C, TBR1, WNT5A, TBX1, BICC1, KIF3B, IFT57, PCSK5",57,57,0,1.0,0.01552659273147583,-8.104628079763643e-19,0.3705629437056294,two-sided,0.6700357175166837
B cell homeostasis,14,"BCL2L11, TNFSF13B, PPP2R3C, CD74, MIF, MEF2C, CAMLG, BCL2, SOS1, BCL10, CASP3, LYN, BAK1, SPNS2",14,14,0,1.0,0.015508612617850304,4.440892098500626e-19,0.3427657234276572,two-sided,0.6605701521351132
inhibitory postsynaptic potential,6,"UNC13B, NTSR1, CHRNA4, GRIK2, RIMS2, RIMS1",6,6,0,1.0,0.015490900725126266,-5.773159728050814e-19,0.42155784421557846,two-sided,0.6945438789454388
sulfur amino acid biosynthetic process,11,"GGT1, CDO1, APIP, CTH, MTR, BHMT2, MTRR, ADI1, MTHFD1, MTAP, MTHFD2L",11,11,0,1.0,0.015459609217941761,-1.0880185641326534e-18,0.3183681631836816,two-sided,0.6448097948825807
positive regulation of viral genome replication,15,"TMEM39A, DDX3X, PKN2, SRPK1, PPIE, IFIT1, VAPB, YTHDC2, PABPC1, CNOT7, HSPA8, STOM, VAPA, DDB1, LARP1",15,14,1,0.9333333333333333,0.015454328618943691,1.3322676295501879e-18,0.26617338266173385,two-sided,0.6300320774374175
myelin maintenance,8,"CXCR4, ABCD2, CLU, SH3TC2, DEGS1, FA2H, EPB41L3, SOD1",8,8,0,1.0,0.01541702076792717,1.3322676295501879e-18,0.39876012398760124,two-sided,0.6818226630100955
lipid localization,197,"OSBP2, RPS6KB1, APOE, SURF4, LCAT, ATP10A, PLEKHA8, FZD4, FABP7, PPARD, OSBPL6, STAR, OSBPL11, GAL, SLC27A2, VAPA, SLC10A4, FABP5, GRAMD1B, DENND5B, HDLBP, LDLRAP1, NR1H2, ATP11B, CIDEC, PLA2G4A, FABP5P3, KCNQ1, TNFRSF11A, FITM2, ABCA7, TREM2, ATP11A, SERAC1, ABCC1, OSBPL5, ATP8A1, SOAT1, CRY1, APOC1, MFSD2A, MAP2K6, PRELID2, CRH, DGAT2, INHBA, DBI, LDLR, ALKBH7, NKX3-1, SAR1B, RBP4, SYK, MEST, ANXA1, RBP1, PRKCD, FBXW7, NFKBIA, NOS2, TTC39B, POMC, OSBPL1A, SPNS2, APOM, PTGES, VLDLR, HEXB, STX12, RBP7, GBA, APOL2, APOL1, ABCA6, ATP10D, STARD5, PITPNM2, PITPNB, PROCA1, PRKAA2, C3, PIP4K2A, PLA2G5, OSBPL9, STARD4, GULP1, ATP8A2, IL1B, NTSR1, TNF, PRKAG2, MTTP, SLCO3A1, GALR1, EHD1, SLCO2A1, TNFAIP8L3, ABCD2, CRABP1, NPC2, PRELID3B, CROT, ERFE, SFTPA1, TEX2, SIRT1, ABCA1, ARL8B, TMF1, ENPP1, CLU, NR1H3, ABCG4, OSBPL3, TSKU, ESYT1, PDZD8, ANXA2, PITPNA, NFKB1, FABP6, STOML1, LIPC, STARD10, LCN12, LAMTOR1, PTCH1, SLC2A1, ABCA9, MIF, SPP1, KCNN4, PEX19, C2CD2L, ATP9A, ABCG1, SLC27A5, EEPD1, SREBF1, EDN1, SLC10A3, ITGAV, ATP8B2, PCTP, SLC27A3, BDKRB2, PRKAB2, SLC27A6, MYB, ACSL3, LPCAT3, SLCO1C1, SLC25A17, APOL4, ACSL4, ABCG2, PLTP, LPL, NUS1, STOML2, PLIN5, ATP9B, AKR1C4, VSTM2A, ACE, APOLD1, ABCA5, ABCC6, CLN3, TSPO, CIDEA, AKR1C1, RXRA, NRIP1, PTPN2, P2RX4, BMP6, ACVR1C, PLA2R1, DRD2, CPT1A, KDM5B, PPARG, ABCD4, ATP5PF, GOT2, YJEFN3, SLC22A9, PRELID1, OSBPL10, TAC1, FIS1, OSBPL8, OSBPL2, NAXE, DAB2, FABP3",197,197,0,1.0,0.015401007607579231,-5.551115123125783e-21,0.29757024297570245,two-sided,0.6371759602956248
negative regulation of cellular protein catabolic process,32,"HSP90AB1, PRKCG, DDRGK1, GABARAPL2, MGAT3, RPL5, N4BP1, ATP13A2, CDKN2A, GIPC1, VPS35, BAG5, SDCBP, PDCL3, WAC, NOP53, OGT, MAP1A, TLK2, EPHA4, LAPTM4B, ANXA2, SGTA, NELL1, RYBP, SVIP, SUFU, RPL23, EIF3H, CAMLG, OPHN1, SMARCC1",32,32,0,1.0,0.015387431718409061,-3.552713678800501e-19,0.28447155284471554,two-sided,0.632753448334376
negative regulation of calcium ion transmembrane transport,17,"ADRA2A, CALM2, CALM1, RRAD, SLN, GSTM2, OPRL1, FKBP1B, C4orf3, GEM, GNB5, NTSR1, DRD2, CACNB3, PKD2, SESTD1, CALM3",17,17,0,1.0,0.01537371426820755,3.3306690738754693e-20,0.35426457354264573,two-sided,0.6650717683560947
ectodermal placode development,6,"GNAS, NRG3, PROX1, CTNNB1, HDAC2, NRP1",6,6,0,1.0,0.01532968133687973,1.4210854715202004e-18,0.3464653534646535,two-sided,0.6612340071475882
cellular ketone metabolic process,132,"OXCT1, STAR, SREBF1, CD74, AZIN1, AKR1B1, APOC1, PSMD9, RDH10, PNKD, PPARD, SIRT1, BMP6, FABP3, CACNA1H, DKK3, PSMA5, PPM1K, PSMA6, EIF6, AKR1C1, NQO2, HAGHL, SULT1C4, FABP5, FDXR, PDK3, OAZ3, AKR1C3, TPI1, ATP2B4, SIRT4, COQ10A, NR1H3, PSMB2, OAZ2, HAGH, STARD4, PSMB5, AKR1C4, HMGCR, NQO1, TWIST1, PSMD7, ADM, SRD5A1, NR4A3, BCKDK, PSMD2, PIBF1, PSMB10, PSMB1, PSME1, CYP46A1, GPD2, IL1B, INSIG2, SLC7A11, PDP2, EGR1, WNT4, CLN3, PRKAG2, BRCA1, PSMC2, PSMC3, HSD11B2, VKORC1L1, PRKAB2, DGAT2, ANXA1, ERFE, CPT1A, PSMD4, PLIN5, SLC7A7, MFSD2A, MLYCD, DAB2, CRYZL1, SLC45A3, PDPR, NMT1, AIFM2, PSMB6, PSMD12, PROX1, KYAT1, PSME2, CLCN2, AKR7A2, RGN, ACADL, NDUFA9, PTGS2, COQ3, PSMB8, GLO1, SEM1, ERLIN1, ABCD2, NR1H2, PSMD1, KYNU, SIRT5, DHRS9, PSMB7, HPGD, PPTC7, ODC1, PPARG, PSME3, PSMD6, GPD1, EDNRB, PDP1, PSMD8, TRIB3, LPGAT1, PSMA7, DHRS4, SNCA, FH, PRKAA2, PDSS1, IRS1, PPARGC1A, PSMC1, NR1D1, GOT2, OAZ1, CNR1",132,132,0,1.0,0.015279443003237247,-1.1102230246251566e-18,0.34556544345565443,two-sided,0.6605701521351132
response to hypoxia,180,"STUB1, HSP90B1, CRYAB, TEK, ADAM8, ACE, BBC3, NKX3-1, SEM1, SOD2, VASN, PSMC2, ZFP36L1, ENO1, CXCL12, VEGFA, SOD3, ARNT2, PLAT, PSMB5, HMOX2, EPHA4, NR4A2, PSMB2, B3GAT1, PSMD7, MST1, SLC9A1, MYC, CUL2, HSD11B2, PTGIS, PPARD, PIK3CB, PSMB1, PDGFA, HIGD1A, LMNA, SFRP1, KCNK2, TXN2, ELOB, LOXL2, NOS1, FUNDC1, PLOD2, CD38, TRH, DDAH1, TLR2, TBL2, PSMA7, ASCL2, APAF1, ATP1B1, CPEB1, RORA, PSME1, KCNA5, PSMD12, EGR1, PENK, AQP1, NOP53, ADAM15, PSME3, RYR1, ENDOG, TFRC, PSMB7, PSMB10, PSMA5, PSMD6, MGARP, CCNB1, UBA52, MPL, BNIP3, SLC29A1, PSMB8, PTN, PTGS2, BCL2, CFLAR, PSMC3, CARD16, PSME2, STC2, SLC8A1, SIRT4, USF1, E2F1, UCP3, IRAK1, ITPR2, TWIST1, CXCR4, BAD, PINK1, LDHA, ANGPTL4, PAK1, PSMD8, PPARG, NOL3, EGLN1, NOS2, PIN1, SUV39H1, HMOX1, MT3, FAM162A, ADORA1, EDNRA, TIGAR, CASP3, CHRNA4, PMAIP1, PPARGC1A, SCN2A, CASP1, SRF, PLAU, TREM2, LONP1, CBFA2T3, PSMD2, DRD2, CYBB, HK2, ANG, RYR2, DNMT3A, TNF, SIRT2, ACTN4, ACAA2, APOLD1, MECP2, VEGFC, WTIP, ITGA2, RPS27A, SMAD3, PDK3, NPPA, ADM, STOX1, FMN2, PSMA6, PSMD4, MYB, MALAT1, AHCY, ALAS1, PSMC1, CYGB, CD24, AK4, ITPR1, CDKN1B, EIF4EBP1, BECN1, ACVRL1, RTN4, PSMD9, EDN1, CITED2, DNMT3B, ERCC2, PSMB6, DIO3, SIRT1, PSMD1, MIEF1, PGK1, KCNMB1, MMP14, CPEB2, SLC2A1",180,180,0,1.0,0.015276744961738586,-1.9761969838327786e-18,0.31556844315568444,two-sided,0.6445049842538426
regulation of retinoic acid receptor signaling pathway,8,"CYP26A1, NR2C1, CTBP2, KLF2, CALR, CYP26B1, AKR1C3, DHRS3",8,8,0,1.0,0.015250088647007942,9.71445146547012e-19,0.31826817318268175,two-sided,0.6448097948825807
nuclear chromosome segregation,116,"PDS5A, CENPC, MCPH1, ANAPC11, CDC16, SEH1L, SPDL1, CENPX, DIS3L2, GEM, SGO2, MEIKIN, SMC1A, RB1, CDT1, SLF1, UBE2B, AGO4, WRAP73, ANAPC15, STAG3L4, RNF212, CCNE1, SMC2, KLHDC8B, CENPK, MAD2L2, CORT, LCMT1, ANAPC4, NUMA1, BECN1, POGZ, SYCE1, CDC26, NDC1, TERF1, CHMP1A, DYNC1LI1, STAG3L2, RAN, CHFR, NAA10, GEN1, RACGAP1, SMC5, CCNB1IP1, PIBF1, RMI1, PRC1, KIF2C, CHMP4B, NEK6, FMN2, ZWINT, CDC27, SYCP2, CHMP4A, AKAP8, REC8, CHMP2A, RMDN1, RRS1, PSMG2, NCAPD2, CUL3, PTTG2, TPR, PINX1, DCTN2, CDC6, BOD1, WAPL, CENPF, PHF8, CTNNB1, RAD51C, SUN1, SLX4, STAG3, RAB11A, TNKS, CDCA5, ERCC4, ZWILCH, PDS5B, FBXW7, RCC2, MAD1L1, DSCC1, SIRT2, KIF22, CHMP1B, DUSP1, STAG1, SIRT7, DDX11, ZCWPW1, NSL1, ATRX, NUDC, EHMT2, SPICE1, CENPS, PTTG1, NIPBL, PHF13, KIF23, ESCO1, BUB3, TTN, TACC3, TUBG2, CCNB1, HDAC8, MCMBP",116,116,0,1.0,0.015246327966451645,-8.881784197001253e-20,0.23787621237876214,two-sided,0.6219250168006456
regulation of protein targeting to mitochondrion,20,"SH3GLB1, PARL, VPS11, LRRK2, UBL5, PINK1, SIRT4, SREBF1, ARIH2, BAG3, SIAH3, ATP5IF1, FBXW7, CDKN2A, PDCD5, BAP1, C11orf65, USP36, SAE1, HTRA2",20,20,0,1.0,0.015202416107058525,1.687538997430238e-18,0.35936406359364065,two-sided,0.666088242158663
Fc-epsilon receptor signaling pathway,63,"LCP2, CHUK, LAT2, SHC1, PSMC3, PPP3CA, PSMD1, PAK1, PSME2, PSME3, PSMB6, BTRC, MAP2K7, NR4A3, PSMD9, PSMA6, NFKB1, LAT, PSMB7, PSMC1, VAV2, CALM1, PSMB8, MAPK10, VAV1, PSME1, BCL10, PSMD2, PSMD8, FOS, JUN, PSMB5, PIK3CB, PSMA7, IKBKB, SKP1, SOS1, VAV3, MAPK1, PSMD7, PSMD6, PIK3CA, LYN, PPP3CB, RAC1, PPP3R1, NFATC3, MAPK3, TAB3, NFATC1, PSMD4, PSMD12, SEM1, PSMB1, SYK, PSMA5, PSMB2, PLCG2, PSMC2, MAP2K4, PIK3R2, PSMB10, PIK3R1",63,63,0,1.0,0.015199784189462662,1.3322676295501879e-18,0.35926407359264073,two-sided,0.666088242158663
detection of temperature stimulus involved in sensory perception,10,"TAC1, RHO, EPHB1, CXCR4, CXCL12, OPN4, HTR2A, LXN, ADORA1, NTSR1",10,9,1,0.9,0.015187849290668964,-5.329070518200751e-19,0.3324667533246675,two-sided,0.6546314044917502
release of sequestered calcium ion into cytosol,50,"CALM1, JPH3, RYR1, BBC3, THY1, SNCA, TMEM38B, ITPR3, P2RY6, PLCG2, CAPN3, RASA3, CEMIP, FKBP1A, HRC, MCOLN1, GPER1, GSTM2, CALM3, RYR3, SLC8B1, JPH4, TRPM2, ITPR1, DRD2, NOL3, FKBP1B, TMEM38A, DRD1, TRPC1, AKAP6, FGF2, SLC8A1, HTR2C, APLNR, PTPRC, HTR2A, CALM2, SELENON, TPCN1, NOS1, CASQ1, PKD2, DMD, NTSR1, CCR5, CACNA1C, ITPR2, RYR2, CAMK2D",50,50,0,1.0,0.015186529606580734,1.0658141036401502e-18,0.36806319368063195,two-sided,0.669007617572612
ureteric bud development,43,"KIF26B, VEGFA, CTNNBIP1, CTNNB1, WNT2B, SMO, SPRY1, CALB1, FOXD1, HES1, FMN1, FGFR2, RET, SOX8, SFRP1, NPNT, ILK, ROBO2, SMAD3, GLI3, GREB1L, GZF1, LGR4, BASP1, PKD2, CRLF1, MYC, FOXC1, PTCH1, DCHS1, ARG2, SMAD1, SMAD6, FGF2, PAX8, EPCAM, WNT4, MAGED1, RARB, DLG1, BCL2, WNT6, SMAD2",43,43,0,1.0,0.01518433727324009,-7.993605777301127e-19,0.34456554344565543,two-sided,0.6605701521351132
catecholamine metabolic process,26,"COMT, LY6E, HTR1A, AOC2, ALDH2, AKR1B1, EDNRA, INSM1, DRD1, SNCA, DRD2, MAOB, MAOA, PNKD, SNCAIP, HDC, NR4A2, MOXD1, ITGAM, ITGB2, SNCB, GRIN2A, PDE1B, NPY, PNMT, VPS35",26,26,0,1.0,0.01518177054822445,-1.1990408665951691e-18,0.3875612438756124,two-sided,0.6759197588594362
catechol-containing compound metabolic process,26,"VPS35, AOC2, ITGAM, MOXD1, PNMT, SNCA, ALDH2, PNKD, AKR1B1, MAOB, LY6E, NR4A2, EDNRA, GRIN2A, PDE1B, COMT, NPY, ITGB2, DRD1, INSM1, SNCB, DRD2, MAOA, SNCAIP, HDC, HTR1A",26,26,0,1.0,0.01518177054822445,-1.1990408665951691e-18,0.3875612438756124,two-sided,0.6759197588594362
